keyword,title,url,snippet,final_score,sentiment_score
"rare earth","Gabon to audit mining deals as reforms start amid IMF talks - Mining.com","https://www.mining.com/web/gabon-to-audit-mining-deals-as-reforms-start-amid-imf-talks/","# Gabon to audit mining deals as reforms start amid IMF talks

Bloomberg News | December 19, 2025 | 10:51 am  Africa Manganese Oil & Gas [...] Copper $ 5.51 / lb  1.52%

Go to MDC Markets [...] Apart from oil, a vital part of the Gabonese economy is mining, which Nguema plans to leverage. Paris-based Eramet and China’s Industrial and Commercial Mining Company of Huazhou extract manganese in the country. Australia’s Apollo Minerals Ltd. is exploring for gold and zinc, while Fortescue Ltd. is developing an iron ore project in a joint venture with the government.",63,0.1
"rare earth","Erdene sees Mongolia gold mine anchoring future district - Mining.com","https://www.mining.com/erdene-sees-mongolia-gold-mine-anchoring-future-district/","Erdene sees Mongolia gold mine anchoring future district [...] Copper $ 5.5023 / lb  1.38%
Go to MDC Markets [...] “It’s been heads down, methodical exploration that’s allowed us to discover large copper-gold deposits in Mongolia,” he says. “It took a bit of time, but we’re at a point where I can say we found what we went looking for. We have production and there’s more to come.”

No comments found.

Graphite Creek is described by the US Geological Survey as the largest graphite deposit in the country.",43,0.1
"rare earth","ioneer expects partner search to conclude in H1 2026 - Mining.com","https://www.mining.com/ioneer-expects-partner-search-to-conclude-in-h1-2026/","# ioneer expects partner search to conclude in H1 2026 [...] Copper $ 5.5065 / lb  1.46%

Go to MDC Markets [...] These improvements increased average annual lithium production for years 1-25 from 19,200 tonnes to 24,500 tonnes LCE, while boosting average annual boric acid production from 116,400 tonnes to 135,500 tonnes, the company said in its update.

No comments found.

#### Goldman flags record gold, weak oil in 2026 commodity picks

The base case for gold is a rally to $4,900 an ounce, with risks to the upside, Goldman said.",58,0.1
"rare earth","Goldman flags record gold, weak oil in 2026 commodity picks - Mining.com","https://www.mining.com/web/goldman-flags-record-gold-weak-oil-in-2026-commodity-picks/","# Goldman flags record gold, weak oil in 2026 commodity picks [...] Copper $ 5.5253 / lb  1.80%

Go to MDC Markets [...] On Friday, Brent traded below $60 a barrel, set for a second weekly loss despite geopolitical tensions in Venezuela that have fanned concerns about possible interruptions to supplies. Gold was near $4,323 an ounce.

Among other forecasts, Goldman Sachs flagged lower natural-gas prices on the “largest ever wave” of supply; that copper would outperform aluminum; and weaker iron ore amid burgeoning mine production.

No comments found.",43,-0.1
"rare earth","Savannah nears full ownership of Barroso lithium lease - Mining.com","https://www.mining.com/savannah-nears-full-ownership-of-barroso-lithium-lease/","Staff Writer | December 19, 2025 | 5:40 am  Battery Metals Europe Lithium [...] Copper $ 5.5253 / lb  1.80%

Go to MDC Markets [...] Savannah plans to develop four open-pit mines capable of producing enough lithium each year to supply batteries for about 500,000 electric vehicles. Proença has said the project can break even at lithium prices of $600 a tonne, positioning the company to compete with larger producers while offering European customers shorter, more secure supply chains.",78,0.3
"rare earth","Press Release - Mining.com","https://www.mining.com/press-release?id=69450ba718e86fe8dc04441d","All samples were submitted to SGS Canada Inc. (“SGS”) in Burnaby, British Columbia, for preparation and analysis. Rock samples are being analyzed using a four-acid ICP package and fire assay for Au, Pt, and Pd, while soil samples are being analyzed using aqua regia digestion with fire assay for Au, Pt, and Pd where warranted. Fire assay with AA and gravimetric finishes remains the industry standard for gold and PGM determination, and SGS meets all analytical best-practice requirements. [...] As previously announced in the Company’s November 26, 2025, news release, the Company recently completed a comprehensive surface sampling program at the Brussels Creek Project. Subject to the receipt of pending assay results from this program, the NI 43-101 Technical Report is expected to be completed before the end of January 2026, representing a near-term technical milestone as the Company advances Brussels Creek toward its next phase of exploration. [...] Vanguard Mining Corp. is a Canadian mineral exploration company focused on the discovery and development of high-value strategic minerals. The Company is currently advancing exploration projects in Argentina, Canada, and Paraguay, with a focus on identifying and developing assets critical to the global energy transition. Vanguard is committed to responsible exploration and value creation through the acquisition and advancement of highly prospective uranium and precious-metal properties.",53,0.1
"rare earth","Govt. Approves INR 7,280 Crore Scheme to Promote Sintered Rare Earth Magnet Manufacturing - Energetica India Magazine","https://energetica-india.net/news/govt-approves-inr-7280-crore-scheme-to-promote-sintered-rare-earth-magnet-manufacturing","Approves INR 7,280 Crore Scheme to Promote Sintered Rare Earth Magnet Manufacturing. Approves INR 7,280 Crore Scheme to Promote Sintered Rare Earth Magnet Manufacturing. Government has approved INR 7,280 crore scheme to boost domestic manufacturing of sintered rare earth permanent magnets and strengthen India’s industrial and strategic supply chains. The Government has sanctioned a INR 7,280 crore scheme to develop a domestic manufacturing ecosystem for NdFeB (neodymium-iron-boron) rare earth permanent magnets (REPM) in India. The scheme aims to create a fully integrated value chain in India, from rare earth oxide (NdPr oxide) to metals, alloys, and finished magnets, to reduce dependence on imports and strengthen the country’s strategic and industrial capacities. IREL has a production capacity of 400 MTPA of NdPr oxide, sufficient to support about 1,200 MTPA of integrated NdFeB magnet production, and holds an additional stock of 500 metric tons of NdPr oxide, allowing India to support approximately 1,500 MTPA of REPM production. Rare earth magnets manufacturing India.",70.8,0.3
"rare earth","Rare Earth Permanent Magnets Manufacturing Incentive Scheme Announced by Ministry of Heavy Industries to Boost - CNBC TV18","https://www.cnbctv18.com/economy/centre-notifies-rs-7280-crore-scheme-to-boost-domestic-rare-earth-magnets-production-ws-l-19793166.htm","HomeEconomy NewsCentre notifies ₹7,280 crore scheme to boost domestic rare earth magnets production. # Centre notifies ₹7,280 crore scheme to boost domestic rare earth magnets production. ## India launches a ₹7,280 crore scheme to boost NdFeB magnet production, offering incentives and subsidies, with IREL supplying NdPr oxide for key sectors. The Ministry of Heavy Industries has notified a new ₹7,280 crore incentive scheme to promote domestic manufacturing of rare earth permanent magnets, a critical input for electric vehicles, wind turbines, electronics and defence equipment, as India looks to reduce its dependence on imports. Under the scheme, manufacturers of sintered NdFeB (neodymium-iron-boron) magnets will be eligible for sales-linked incentives up to ₹2,150 per kg. To qualify, companies will need to make a minimum investment of ₹300 crore to ₹600 crore, based on the capacity they plan to build. * 600 MTPA capacity: Minimum net worth of ₹180 crore. * 700 - 800 MTPA capacity: Minimum net worth of ₹245 crore.",70.8,0.25
"rare earth","Centre notifies rare earth magnet scheme - financialexpress.com","https://www.financialexpress.com/business/industry-centre-notifies-rare-earth-magnet-schemenbsp-4079137/","The scheme targets the creation of a domestic manufacturing capacity of 6,000 metric tonnes per annum (MTPA) of sintered Neodymium-Iron-Boron (NdFeB) magnets, a key input for sectors such as electronics, electric vehicles, aerospace and renewable energy. Manufacturers will be eligible for a sales-linked incentive capped at 40 per cent of their net sales turnover, along with a capital subsidy covering 15 per cent of eligible investments. Sales-linked incentives will be disbursed only after the commissioning of manufacturing capacity and will be capped in the range of ₹645 crore to ₹1,290 crore. The minimum expenditure towards eligible investment under the scheme has been set between ₹300 crore and ₹600 crore. A bidder applying for 600 TPA capacity must have a minimum net worth of ₹180 crore. For capacities of 700-800 TPA, the minimum net worth requirement is ₹245 crore, while bidders seeking 900-1,000 TPA capacity must have a net worth of at least ₹310 crore. For applications covering 1,100-1,200 TPA capacity, the minimum net worth requirement is ₹375 crore.",70.8,0.2
"rare earth","Best Rare Earth Stocks to Buy Now December 2025 - Zacks Investment Research","https://www.zacks.com/featured-articles/321/best-rare-earth-stocks","As global demand for clean energy and advanced electronics accelerates, rare earths stocks — companies mining or processing these crucial minerals — offer exposure to a fast-growing, strategically vital sector often overlooked by the mainstream market. Below, we spotlight some of the best rare earth stocks to consider now, based on Zacks Rank, Style Scores and underlying fundamentals:. Selections for Best Rare Earth Stocks are based on the current top ranking stocks based on Zacks Indicator Score and other Zacks style scores. “Rare earth” stocks refer to companies involved in the extraction, processing, refining, recycling or production of rare earth elements (REEs) — a group of around 17 metallic elements (like neodymium, praseodymium, dysprosium, terbium) that play pivotal roles in modern technologies such as electric vehicles, wind turbines, high-end magnets, defense applications and electronics. * Environmental / sustainability impact: supporting the clean-tech transition (e.g., wind turbines, EV motors rely on rare earth magnets), domestic supply chain de-risking, recycling of materials.",60.8,0.4
"rare earth","Rare earth element technologies developed at Mines licensed by Australian mining company - Mines Newsroom","https://www.minesnewsroom.com/news/rare-earth-element-technologies-developed-mines-licensed-australian-mining-company","Colorado School of Mines has entered an exclusive worldwide licensing agreement with Australian-headquartered mining company Bayan Mining and Minerals Limited and its U.S. subsidiary for a suite of four patented rare earth element processing technologies. The licensed technologies, developed by researchers in the Kroll Institute for Extractive Metallurgy (KIEM) at Mines, target higher rare earth element recovery and lower processing costs from bastnaesite-dominant ores, a valuable source of light rare earth elements (LREE) like cerium, lanthanum, neodymium and praseodymium, as well as less studied minerals like ancylite. Bayan is seeking to secure a strategic position at the forefront of rare earth processing innovation within the U.S., and this exclusive license agreement provides full rights to deploy, enhance and sub-license the Mines-developed technologies worldwide. “Mid-stream processing is the critical bridge between mining and manufacturing, where value is created and innovations in efficiency, cost reduction and environmental performance determine whether critical minerals can reliably support modern technologies and national priorities.”. Bayan Mining and Minerals Ltd operates in the mining industry, focusing on critical minerals, particularly rare earth elements (REE).",65.8,0.3
"rare earth","Why China’s Export Surge Won’t Last - The National Interest","https://nationalinterest.org/feature/why-chinas-export-surge-wont-last","*The Wall Street Journal* references the over $1 trillion export surplus during the first 11 months of 2025 and declares China’s “export dominance.” *The Financial Times* says that the milestone speaks to the nation’s “industrial strength.” *The New York Times* saw China’s success as a repudiation of President Donald Trump’s tariff strategy, as did *The Washington Post*. Certainly, China’s achievement deserves notice, not only for its size but also as testimony to how Beijing found ways to cope, at least so far, with America’s and to a lesser extent Europe’s growing hostility to Chinese trade. With China exporting $53 billion worth of goods in October, these ASEAN markets are already absorbing more Chinese products than the United States and Europe. Nor are these developing economies likely to passively accept Chinese exports at current levels for long, much less accept the growth that China needs to support its industrial expansion. India has become very vocal about the increase in Chinese product flows, which have far outpaced Indian sales in China.",55.8,-0.1
"rare earth","Nvidia Stock (NVDA) News Today: China H200 Export Deal, Blackwell/Rubin Outlook, and 2026 Price Targets (Dec. 14, 2025) - ts2.tech","https://ts2.tech/en/nvidia-stock-nvda-news-today-china-h200-export-deal-blackwell-rubin-outlook-and-2026-price-targets-dec-14-2025/","Nvidia Stock (NVDA) News Today: China H200 Export Deal, Blackwell/Rubin Outlook, and 2026 Price Targets (Dec. 14, 2025). Nvidia stock is navigating a fresh China export opening for its H200 AI chips, renewed “AI spend” jitters, and big 2026 expectations for Blackwell and Rubin. It’s geopolitics: President Donald Trump’s decision to allow Nvidia to export H200 AI processors to China under a framework that takes **25% of revenue** for the U.S. government—while still keeping Nvidia’s newest, most advanced chips (Blackwell and the forthcoming Rubin) out of reach. ### Dec. 8–9: Trump opens the door to H200 exports—with a 25% U.S. Reuters reported that the U.S. will allow exports of Nvidia’s **H200** (described as its “second-best” AI chip) to China, collecting a **25% fee** on those sales. 2. Nvidia Stock (NVDA) News Today: China H200 Export Deal, Blackwell/Rubin Outlook, and 2026 Price Targets (Dec. 14, 2025). ### Nvidia Stock (NVDA) News Today: China H200 Export Deal, Blackwell/Rubin Outlook, and 2026 Price Targets (Dec. 14, 2025).",70.8,0.2
"rare earth","China to boost exports, imports in 2026 to pursue 'sustainable' trade, official says - TradingView","https://www.tradingview.com/news/reuters.com,2025:newsml_P8N3WU04G:0-china-to-boost-exports-imports-in-2026-to-pursue-sustainable-trade-official-says/","# China to boost exports, imports in 2026 to pursue 'sustainable' trade, official says. RefinitivLess than 1 min read. China plans to expand exports and imports next year as part of efforts to promote ""sustainable"" trade, a senior economic official said on Saturday, state media reported. China's annual $1 trillion trade surplus is stirring tensions with global trade partners and drawing criticism from the International Monetary Fund and other observers who say its production-focused economic growth model is unsustainable. Click For Restrictions -  Login or create a forever free account to read this news. ## More news from Reuters.",45.8,-0.1
"rare earth","China puts anti-dumping tariff of up to 18.9% on imports of pork from the EU - Greenwich Time","https://www.greenwichtime.com/business/article/china-puts-anti-dumping-tariff-of-up-to-18-9-on-imports-of-pork-from-the-eu-21245262.php","China puts anti-dumping tariff of up to 18.9% on imports of pork from the EU. China will impose tariffs of up to 19.8% on pork imports from the European Union, a drastic drop from preliminary tariffs of up to 62.4%, its Commerce Ministry said Tuesday. The ministry's announcement followed an investigation the Chinese side launched into imports of pork from the trading bloc after the EU imposed provisional tariffs on China-made electric vehicles. In September, China ordered preliminary anti-dumping duties, in the form of security deposits, of 15.6% to 32.7% for pork imports from EU companies that collaborated with the anti-dumping investigation, and up to 62.4% for all others. EU exports of pork products to China peaked at 7.4 billion euros ($7.9 billion) in 2020 when Beijing turned to imports to meet domestic demand after its pig farms were devastated by a swine disease.",56.4,-0.1
"rare earth","ABx confirms rare earth heap leach potential - Mining.com.au","https://mining.com.au/abx-confirms-rare-earth-heap-leach-potential/","* ABx confirms rare earth heap leach potential. # ABx confirms rare earth heap leach potential. ABx Group (ASX:ABX) has reported preliminary results from two rare earth column leach tests conducted by the Australian Nuclear Science and Technology Organisation (ANSTO) on 26kg bulk samples. Following 17 days of testing, the first column test achieved 81% rare earths extraction, including 76% dysprosium and 79% terbium. Previous results from short-duration leaching tests of bulk samples from Deep Leads consistently achieved 65-75% extraction. The full column leach tests will be complete before the end of December and unloaded in early January, with the remaining solutions to be analysed for final rare earth recoveries, impurity levels, and to assess leaching kinetics. ABx Group is focused on delivering rare earths, bauxite, and industrial chemicals essential for a clean energy transition. Amy Rotman is a mining-focused editor and content strategist with extensive experience across industry media and investor engagement.",73,0.3
"rare earth","Neotech de-risks Hecla-Kilmer’s rare earth system - Mining.com.au","https://mining.com.au/neotech-de-risks-hecla-kilmers-rare-earth-system/","Neotech de-risks Hecla-Kilmer’s rare earth system. # Neotech de-risks Hecla-Kilmer’s rare earth system. Neotech Metals (CSE:NTMC) has received results from a comprehensive and independent mineralogical study on the Hecla-Kilmer Project in Canada, confirming up to 98% of total rare earth elements (TREEs) occur in apatite. The study, completed by SGS Lakefield, establishes Hecla-Kilmer as a fundamentally distinct rare earth system. Apatite occurs extensively across the sampled intervals and serves as the primary carrier of rare earths – an uncommon mineralisation style globally. CEO Reagan Glazier says Hecla-Kilmer continues to distinguish itself from every comparable rare earth system the company has studied. Neotech Metals is a mineral explorer focused on discovering and developing primarily rare earths in Canada. Now based in London as Mining.com.au’s Europe Correspondent, Aaliyah brings nearly three years of dedicated reporting in the mining news sector. We use cookies to ensure that we give you the best experience on our website.",68,0.25
"rare earth","Gadolyn Expands Advisory Board to Accelerate U.S. Manufacturing of Rare Earth Magnet Alloys - The Manila Times","https://www.manilatimes.net/2025/12/19/tmt-newswire/globenewswire/gadolyn-expands-advisory-board-to-accelerate-us-manufacturing-of-rare-earth-magnet-alloys/2246574","KINGSTON, Tenn., Dec. 18, 2025 (GLOBE NEWSWIRE) -- Gadolyn, Inc., an R&D 100 Award-winning company founded on DARPA-funded technology for sustainable rare earth magnet alloy manufacturing, today announced the appointments of Jack Lifton as Chair of its Advisory Board and Dr. Gareth Hatch as Member of the Advisory Board. Together, Mr. Lifton and Dr. Hatch bring more than 80 years of combined expertise in rare earths, magnets, critical material supply chains, and defense-related materials strategy, further strengthening Gadolyn’s leadership as it scales sustainable domestic capacity for rare earth alloy production and supports domestic and international initiatives for supply chain resilience. ""The company’s novel co-reduction platform enables feedstock-flexible, scalable alloy production that addresses one of the most critical choke points in Western supply chains: the ability to make finished rare earth magnet alloys cleanly, economically, and domestically.”. Gadolyn, Inc. is a 2025 R&D 100 Award-winning company whose DARPA-funded DIRECT technology produces rare earth magnet and strategic alloys directly from oxide feedstocks in a single co-reduction step, without toxic emissions or fluorinated byproducts.",65.8,0.5
"rare earth","Power Ministry lists 16 imported items to achieve self-sufficiency - BusinessLine","https://www.thehindubusinessline.com/companies/power-ministry-lists-16-imported-items-to-achieve-self-sufficiency/article70395093.ece","# Power Ministry lists 16 imported items to achieve self-sufficiency. ## These 16 very critical items include subsea cables, certain permanent magnets, aluminium zinc coated steel sheets, HVDC valve assemblies, modular type ethernet switches and lighting arrester. These 16 very critical items include subsea cables, certain permanent magnets, aluminium zinc coated steel sheets, HVDC valve assemblies, modular type ethernet switches and lighting arrester | Photo Credit:. The Power Ministry has identified 16 very critical items, such as subsea cables and certain specialised coated steel sheets, which are imported at present, to create a domestic manufacturing roadmap for achieving self-sufficiency. However, it has prioritised 16 items for “immediate attention” primarily due to their high import dependency and criticality for the power sector. These 16 very critical items include subsea cables, certain permanent magnets, aluminium zinc coated steel sheets, HVDC valve assemblies, modular type ethernet switches and lighting arrester. ### Comments. Users can access their older comments by logging into their accounts on Vuukle. * Access to comment on every story.",55.8,0.1
"rare earth","Lynas Rare Earths (ASX: LYC) Share Price After the Bell 12 Dec 2025: What Investors Need to Know Before the Next Market Open - ts2.tech","https://ts2.tech/en/lynas-rare-earths-asx-lyc-share-price-after-the-bell-12-dec-2025-what-investors-need-to-know-before-the-next-market-open/","# Lynas Rare Earths (ASX: LYC) Share Price After the Bell 12 Dec 2025: What Investors Need to Know Before the Next Market Open. **(SEO):** Lynas Rare Earths (ASX: LYC) closed at A$12.85 on 12 Dec 2025 after a volatile session. Lynas Rare Earths Limited (ASX: LYC) ended Friday, **12 December 2025**, with a deceptively simple headline: the stock finished **up 1.50% at A$12.85**. Market Index’s 12 Dec “Evening Wrap” included a broker moves section listing **Lynas Rare Earths (LYC)** as:. 1. Lynas Rare Earths (ASX: LYC) Share Price After the Bell 12 Dec 2025: What Investors Need to Know Before the Next Market Open. 2. Wesfarmers (ASX:WES) share price after the bell Dec. 12, 2025: WES slips to A$80.62 — key news, forecasts, and what to watch before the next market open. ### Lynas Rare Earths (ASX: LYC) Share Price After the Bell 12 Dec 2025: What Investors Need to Know Before the Next Market Open.",50.8,0.1
"rare earth","Lynas Rare Earths (ASX:LYC) Stock Update: Weekly Slide, Fresh Headlines, Analyst Forecasts, and What to Watch Next Week (Updated 14 Dec 2025)","https://ts2.tech/en/lynas-rare-earths-asxlyc-stock-update-weekly-slide-fresh-headlines-analyst-forecasts-and-what-to-watch-next-week-updated-14-dec-2025/","Lynas Rare Earths (ASX:LYC) ended the latest trading week with a small rebound on Friday—but the bigger story is the pullback that’s developed across early December as investors debate a familiar tug‑of‑war: **strategic tailwinds for non‑China rare earth supply** versus **valuation, price-cycle, and execution risks**. * **Headline catalysts:** Lynas’ **S&P/ASX 50 promotion** (effective **Dec 22**) is a structural positive, but near-term sentiment has been pressured by **valuation pushback** (Morningstar fair value commentary) and ongoing debate about **mid‑cycle NdPr prices**. 2. Lynas Rare Earths (ASX:LYC) Stock Update: Weekly Slide, Fresh Headlines, Analyst Forecasts, and What to Watch Next Week (Updated 14 Dec 2025). ### Lynas Rare Earths (ASX:LYC) Stock Update: Weekly Slide, Fresh Headlines, Analyst Forecasts, and What to Watch Next Week (Updated 14 Dec 2025).",65.8,-0.2
"rare earth","How Japan built a rare earth supply chain without China - The Straits Times","https://www.straitstimes.com/business/how-japan-built-a-rare-earth-supply-chain-without-china","# How Japan built a rare earth supply chain without China. Sign up now: Get ST's newsletters delivered to your inbox. Australian mining company Lynas’ facility in Kuantan, Malaysia, is one of the few large-scale rare earth separation plants operating outside China. * After China's 2010 rare earth embargo, Japan invested over $1 billion to diversify its supply chain away from China and reduce its vulnerability. * Japan supported Lynas, an Australian miner, with loans and equity, establishing a non-Chinese rare earth supply chain from Australia to Malaysia to Japan. * Despite bolstering supply chain resilience, with China now accounting for 60-70% of imports, Japan seeks international cooperation to reduce costs and dependency. Published Dec 14, 2025, 11:00 AM. Updated Dec 14, 2025, 11:37 AM. Tokyo has since quietly stitched together a supply chain that is considerably less dependent on China. Get unlimited access to exclusive stories and incisive insights from the ST newsroom.",70.8,0.2
