keyword,title,url,snippet,final_score,sentiment_score
"rare earth","USA Rare Earth Subsidiary LCM Partners with Arnold Magnetic Technologies to Secure Rare Earth Metals Supply - The Manila Times","https://www.manilatimes.net/2025/12/04/tmt-newswire/globenewswire/usa-rare-earth-subsidiary-lcm-partners-with-arnold-magnetic-technologies-to-secure-rare-earth-metals-supply/2236997","[WARNING: No Content Found]",70.8,0.3
"rare earth","ASM ‘deepens’ Noveon link as it looks to develop US operations - Australian Mining","https://www.australianmining.com.au/asm-deepens-noveon-link-as-it-looks-to-develop-us-operations/","[WARNING: No Content Found]",78,0.3
"rare earth","Morningstar starts coverage on Australia's Lynas, sees shares overpriced - TradingView","https://www.tradingview.com/news/reuters.com,2025:newsml_L6N3XD04V:0-morningstar-starts-coverage-on-australia-s-lynas-sees-shares-overpriced/","[WARNING: No Content Found]",65.8,-0.4
"rare earth","The Critical Minerals Report (12.07.2025): How Washington, Brussels, London, and Beijing Are Rewiring the Critical Minerals Supply Chains - InvestorNews","https://investornews.com/critical-minerals-rare-earths/the-critical-minerals-report-12-07-2025-how-washington-brussels-london-and-beijing-are-rewiring-the-critical-minerals-supply-chains/","[WARNING: No Content Found]",70.8,0.2
"rare earth","US minerals projects seek ‘industrial vision’ from Washington to compete with China - KITCO","https://www.kitco.com/news/off-the-wire/2025-12-05/us-minerals-projects-seek-industrial-vision-washington-compete-china","[WARNING: No Content Found]",70.8,0.2
"tesla","Elon Musk Sets Self-Driving Tesla Robotaxi Countdown To Three Weeks - Investor's Business Daily","https://www.investors.com/news/tesla-stock-elon-musk-self-driving-robotaxi-countdown/","[WARNING: No Content Found]",73.16,0.4
"tesla","Analyst Downgrade Puts Tesla Stock's Risk In Focus - Forbes","https://www.forbes.com/sites/greatspeculations/2025/12/10/analyst-downgrade-puts-tesla-stocks-risk-in-focus/","[WARNING: No Content Found]",76.4,-0.4
"tesla","Rivian's CEO said there's a 'shocking lack of choice' for EV buyers in the US - Business Insider","https://www.businessinsider.com/rivian-ceo-rj-scaringe-electric-vehicles-us-lack-choice-2025-12","[WARNING: No Content Found]",60.28,-0.2
"tesla","Musk’s Fortune Would More Than Double on $1.5 Trillion SpaceX - Bloomberg.com","https://www.bloomberg.com/news/articles/2025-12-10/musk-s-fortune-would-more-than-double-on-1-5-trillion-spacex","[WARNING: No Content Found]",53.48,0.3
"tesla","Rivian turns to AI, autonomy to woo investors as EV sales stall - CNBC","https://www.cnbc.com/2025/12/10/rivian-rivn-ai-day-avs-evs.html","[WARNING: No Content Found]",61.4,0.1
"tesla","Tesla Makes Top 10 In ‘Consumer Reports’ 2026 Automotive Brand Ranking - Forbes","https://www.forbes.com/sites/sashalekach/2025/12/04/tesla-makes-top-10-in-consumer-reports-2026-automotive-brand-ranking/","[WARNING: No Content Found]",66.4,0.3
"tesla","Tesla Breaks Into Consumer Reports’ Reliability Top 10 After Years Near the Bottom - HT Auto","https://auto.hindustantimes.com/auto/electric-vehicles/tesla-consumer-reports-reliability-top-10-after-years-near-the-bottom-41764901865011.html","[WARNING: No Content Found]",55.8,0.4
"tesla","Tesla announces 2025 holiday update with a few cool features - Electrek","https://electrek.co/2025/12/05/tesla-2025-holiday-update-few-cool-features/","[WARNING: No Content Found]",40.8,0.1
"tesla","American Automakers Have Terrible Long-Term Reliability, And Tesla Is The Worst, Consumer Reports Says - Jalopnik","https://www.jalopnik.com/2046819/consumer-reports-american-automakers-terrible-reliability/","[WARNING: No Content Found]",55.8,-0.6
"tesla","2026 Tesla Model Y review: Spending one week with the new Model Y - Forbes","https://www.forbes.com/sites/matthewmacconnell/2025/12/08/test-driving-the-2026-tesla-model-y/","[WARNING: No Content Found]",66.4,0.3
"tesla","Tesla Zooms Up Reliability Rankings: Consumer Reports Crowns Model 3 and Model Y Champs - OpenTools","https://opentools.ai/news/tesla-zooms-up-reliability-rankings-consumer-reports-crowns-model-3-and-model-y-champs","[WARNING: No Content Found]",65.8,0.6
"tesla","Tesla launches low-cost Model 3 variant in Europe - Reuters","https://www.reuters.com/business/autos-transportation/tesla-launches-low-cost-model-3-variant-europe-2025-12-05/","[WARNING: No Content Found]",73.48,0.1
"tesla","Old Teslas Are Falling Apart as They Age - Futurism","https://futurism.com/advanced-transport/old-teslas-falling-apart","[WARNING: No Content Found]",55.8,-0.6
"tesla","Tesla 'Full Self Driving' Blew Me Away. I Still Wouldn't Buy It - InsideEVs","https://insideevs.com/reviews/781325/tesla-full-self-driving-review/","[WARNING: No Content Found]",50.8,-0.2
"tesla","Tesla Cracks Consumer Reports Top 10 For First Time As Aging Lineup Boosts Reliability","https://evxl.co/2025/12/07/tesla-cracks-consumer-reports-top-10/","[WARNING: No Content Found]",60.8,0.3
"tesla","Tesla Stock Today (TSLA): What to Know Before the Market Opens on December 8, 2025 - ts2.tech","https://ts2.tech/en/tesla-stock-today-tsla-what-to-know-before-the-market-opens-on-december-8-2025/","[WARNING: No Content Found]",70.8,-0.6
