keyword,weight,expansion,expansion_importance,title,url,tavily_score,content,pickup_count,source_credibility,qual_score
rare earth,0.7,Neodymium,0.9,Bound to entangle - Nature,https://www.nature.com/articles/s41563-025-02437-x,0.11073072,"Anyone you share the following link with will be able to read this content:

Sorry, a shareable link is not currently available for this article.

Provided by the Springer Nature SharedIt content-sharing initiative

Sign up for the Nature Briefing newsletter — what matters in science, free to your inbox daily. [...] Article  CAS  PubMed   Google Scholar

4. Liu, Y. et al. Science 351, 365–369 (2016).

5. August, D. P. et al. Nature 588, 429–435 (2020).

6. Lewandowska, U. et al. Nat. Chem. 9, 1068–1072 (2017).

7. Xiao, D. et al. Nat. Chem. 16, 1906–1914 (2024).

8. Chen, S. et al. Matter 8, 102050 (2025). [...] Get the most important science stories of the day, free in your inbox. Sign up for Nature Briefing",1,0.99,0.6256
rare earth,0.7,Neodymium,0.9,US military developing small refineries for critical minerals - Reuters,https://www.reuters.com/business/energy/us-military-developing-small-refineries-critical-minerals-2025-12-09/,0.10625414,"Dec 9 (Reuters) - The U.S. military said it plans to develop a fleet of small-scale refineries to produce critical minerals used to make bullets, armor and other types of weaponry, a move aimed at developing domestic sources for niche materials that Chinese miners have long controlled. [...] [1/3]A worker stands at a small critical minerals refinery developed by a U.S. military-led program, in Idaho Falls, Idaho, U.S., in this handout photo obtained by Reuters on December 9, 2025. Perpetua Resources/Handout via REUTERS Purchase Licensing Rights, opens new tab

Army program aims to refine antimony and other critical minerals

Antimony will be first, with annual output of 7 to 9 metric tons

Tungsten, rare earths, boron also eyed for refining [...] While the Army said it does not plan to produce large volumes of minerals for private use, the small-scale approach would allow access to a steady stream of these building blocks without relying on commercial refineries, which are often far larger and focused on bulk products, including copper and iron ore.

If successful, Washington aims to develop refineries for other minerals as well, including tungsten, rare earths and boron, all of which are considered critical by the U.S. government.",1,0.98,0.6208
rare earth,0.7,rare earth,1,GE Vernova working with US government to boost stocks of rare earth yttrium - Reuters,https://www.reuters.com/business/energy/ge-vernova-working-with-us-government-boost-stocks-rare-earth-yttrium-2025-12-10/,0.83973396,"NEW YORK, Dec 10 - Gas turbine maker GE Vernova (GEV.N), opens new tab is working with the U.S. government to increase its stockpiles of the rare earth yttrium, CEO Scott Strazik said on Tuesday, as China's export controls of the vital element create shortages across energy, aerospace and semiconductors. [...] China, the main source of the element used in specialty alloys found in engines as well as coatings to shield against high temperatures like those found in gas turbines, restricted exports along with six other rare earths in April in retaliation for U.S. tariffs, opens new tab. [...] Exclusive news, data and analytics for financial market professionalsLearn more aboutRefinitiv

# GE Vernova working with US government to boost stocks of rare earth yttrium",2,0.98,0.8349
rare earth,0.7,rare earth,1,US lawmaker raises concerns about Ivanhoe Atlantic’s ties with China - Mining.com,https://www.mining.com/web/us-lawmaker-raises-concerns-about-ivanhoe-atlantics-ties-with-china/,0.75635755,"#### Critical Metals inks another offtake deal for Tanbreez rare earth concentrate

The Tanbreez project in Greenland is one of the world’s largest heavy and medium rare earth deposits.

## Your Rankings.

The new Mining Power Rankings are live. Vote for the sector’s leaders in each of the Large-, Small-, and Micro-Cap leagues.

# US lawmaker raises concerns about Ivanhoe Atlantic’s ties with China [...] Copper $ 5.3643 / lb  0.60%",0,0.95,0.7063
rare earth,0.7,rare earth,1,Critical Metals inks another offtake deal for Tanbreez rare earth concentrate - Mining.com,https://www.mining.com/critical-metals-inks-another-offtake-deal-for-tanbreez-rare-earth-concentrate/,0.741674,"# Critical Metals inks another offtake deal for Tanbreez rare earth concentrate [...] The joint venture, the company said, outlines the development, financing and commissioning to build and operate a rare earth processing plant in Romania. Under the agreement, CRML will supply 50% of the Tanbreez project’s premium rare earth concentrates to the Romanian JV through the life of mine.

The JV formation follows a letter of intent that CRML signed in October with US-based rare earth processor REalloys for a 10-year offtake agreement covering 15% of production from Tanbreez. [...] The company noted it will not be issuing either debt nor equity for the JV, and will hold a 50% stake on a carried interest basis. Also, it will have no capital expenditure requirements to build the processing facility.

Rare earth metals and advanced materials will be used for direct use within the European Union — strategically strengthening national security, advanced manufacturing, electrification and defense technologies, CRML said.",0,0.95,0.7033
rare earth,0.7,rare earth,1,Steel factory - Mining.com,https://www.mining.com/web/column-china-steel-exports-surge-but-aluminum-shipments-slide/blast-furnace-smelting-liquid-steel-inside-metallurgical-steel-mill-industrial-background/,0.6261242,"No comments found.

Go to MDC Markets [...] #### Anglo American, Teck shareholders approve $53B merger

Shareholder approvals allow Teck and Anglo to move to the next step of seeking approvals from regulators across the world, including Canada.

## Your Rankings.

The new Mining Power Rankings are live. Vote for the sector’s leaders in each of the Large-, Small-, and Micro-Cap leagues.",0,0.95,0.6802
rare earth,0.7,rare earth,1,Tronox stock jumps on $600M potential EXIM-EFA financing - Mining.com,https://www.mining.com/tronox-stock-jumps-on-600m-potential-exim-efa-financing/,0.54673815,"The financing would support development of the Stamford, Connecticut-based company’s rare earth supply chain, including mine extensions, infrastructure support, and cracking and leaching capacity.

Tronox is also a global producer of titanium products from its mineral sands mines in Australia, South Africa and Brazil. [...] Staff Writer | December 9, 2025 | 11:20 am  Critical Minerals Markets News Australia USA Rare Earth

Industrial facility for processing rare earth elements. Stock image.

Tronox Holdings’ (NYSE: TROX) stock surged Tuesday after it announced it received coordinated, conditional letters of support and interest from the Export-Import Bank of the United States (EXIM) and Export Finance Australia (EFA) for potential limited financing of up to $600 million. [...] Watch",0,0.95,0.6643
rare earth,0.7,rare earth,1,3 Mining Stocks to Ride the Commodity Boom Into 2026 - Yahoo Finance,https://finance.yahoo.com/news/3-mining-stocks-ride-commodity-120400375.html,0.20561504,"above $5 per pound in the fourth quarter. [...] Terms  and Privacy Policy

## Recommended Stories [...] ## YTD Stock Price Performance of NEM, AEM & HL",0,0.8,0.5361
rare earth,0.7,China Export Quota,0.9,"Supply chain diversification away from China is progressing from talks to action, EU chamber says - CNBC",https://www.cnbc.com/2025/12/10/supply-chain-diversification-away-from-china-is-progressing-from-talks-to-action-eu-chamber-says.html,0.21524386,"Reflecting continued global demand, China's trade surplus for the year through November reached a record $1 trillion, according to official figures released Monday. That means the country exported far more than it imported, despite U.S. tariffs. [...] Other figures cited by the EU Chamber in its report Wednesday showed that China's share in containers shipped globally was creeping up — at 37% for the first three quarters of this year, up from 36% at the end of 2024 and 31.7% before the pandemic in 2019. [...] Still, more than a quarter of the respondents said they were increasing onshoring in China, largely to meet Beijing's localization requirements, with just 10% looking at supply chains outside China — that is changing now.

In November, the chamber conducted a brief survey of 131 members about the impact of China's export controls and found that about a third of the respondents planned to look outside China for supplies or developing capacity outside the country.",1,0.85,0.5905
rare earth,0.7,Neodymium,0.9,ASM ‘deepens’ Noveon link as it looks to develop US operations - Australian Mining,https://www.australianmining.com.au/asm-deepens-noveon-link-as-it-looks-to-develop-us-operations/,0.9230392,"Australian Strategic Materials (ASM) announced the further sale of 60 tonnes of high-purity neodymium iron boron (NdFeB) alloy to Noveon Magnetics, under its existing 100-tonne supply contract. This support, Smith said, is geared towards Noveon’s production of US-made permanent magnets, which are seen as critical to the development of secure, sovereign supply chains for defence, energy technologies, and electric vehicle applications, among others. In light of the sale, Smith also added that the Korean metals plant’s production continues to ramp up, and that ASM is now fully funded to expand the plant to a production capacity of 3600 tonnes per annum of NdFeB alloy. “The plant is a cornerstone of ASM’s mine to metals strategy to provide solutions for critical materials, from resource to refined product,” Smith said. The company said it is looking forward to continuing its partnership with Noveon and expanding its role in the global supply chain for rare earth and critical metal alloys.",2,0.95,0.8221
rare earth,0.7,Neodymium,0.9,South Africa’s low-cost high-value rare earths heading for 2026 global market entry - Mining Weekly,https://www.miningweekly.com/article/south-africas-low-cost-high-value-rare-earths-heading-for-2026-global-market-entry-2025-12-10,0.8824279,"JOHANNESBURG (miningweekly.com) – *Mining Weekly* has just visited the laboratories that Rainbow Rare Earths has established very innovatively on the northwestern fringe of Greater Johannesburg as part of its journey towards completing a definitive feasibility study that should see a wide range of South African rare earths enter the market next year to help to satisfy soaring global demand. Remarkably, all the rare earths are being sourced from material on a waste dump in Phalaborwa, Limpopo, which is giving South Africa a significantly low-cost high-value lead-in to the commercial production of rare earths needed by the booming permanent magnet market. By and large, the two most economically important to us, and probably for any rare earth project at the moment, are neodymium and praseodymium, and we are endowed with a comparatively high fraction of that in our Phalaborwa ore, with neodymium and praseodymium making up close to 30% of our rare earths basket, which is significantly higher than most typical rare earths projects and mines, and which positions the company in a very good space to supply these critical rare earth elements.",6,0.5,0.684
rare earth,0.7,Neodymium,0.9,"Morningstar starts coverage on Australia's Lynas, sees shares overpriced - TradingView","https://www.tradingview.com/news/reuters.com,2025:newsml_L6N3XD04V:0-morningstar-starts-coverage-on-australia-s-lynas-sees-shares-overpriced/",0.5926666,"# Morningstar starts coverage on Australia's Lynas, sees shares overpriced. RefinitivLess than 1 min read. \*\* Morningstar kicks off coverage on Lynas LYC, world's top rare-earths producer outside China, pegging fair value estimate at A$7. \*\* Projects EBITDA to surge to a 5-year CAGR of 65%, fuelled by rising sales and firmer prices of rare earth neodymium-praseodymium (NdPr), vital to magnets that power EVs, with volumes expected to double to ~12,500 metric tons by FY30. \*\* However, flags that shares look overpriced despite robust growth prospects, with market baking in lofty rare-earth assumptions; hitting the current share price would require midcycle NdPr price tag of ~$220/kg, more than double Morningstar's view of $100/kg. \*\* Stock has more than doubled in value this year, surging 119.9%. Click For Restrictions -  Login or create a forever free account to read this news. ## More news from Reuters.",1,0.5,0.526
rare earth,0.7,rare earth,1,USA Rare Earth Subsidiary LCM Partners with Arnold Magnetic Technologies to Secure Rare Earth Metals Supply - The Manila Times,https://www.manilatimes.net/2025/12/04/tmt-newswire/globenewswire/usa-rare-earth-subsidiary-lcm-partners-with-arnold-magnetic-technologies-to-secure-rare-earth-metals-supply/2236997,0.52685463,"USA Rare Earth Subsidiary LCM Partners with Arnold Magnetic Technologies to Secure Rare Earth Metals Supply. # USA Rare Earth Subsidiary LCM Partners with Arnold Magnetic Technologies to Secure Rare Earth Metals Supply. Leveraging LCM’s metal and alloy making expertise, the agreement will ensure a reliable, ex-China source of high-quality rare-earth materials for Arnold’s production of advanced permanent magnets. ""LCM’s role demonstrates the strategic importance of secure, reliable sourcing, and how collaboration between trusted partners can guarantee sustainable access to critical rare-earth materials for global magnet manufacturers.”. (Nasdaq: USAR) is developing a rare earth sintered neo magnet (NdFeB or neo) manufacturing plant in Stillwater, Oklahoma, and intends to establish domestic rare earth and critical minerals supply, extraction, and processing capabilities to both supply its magnet manufacturing plant and market surplus materials to third parties. USAR's focus on developing domestic rare earth production aligns with national priorities, offering the potential of a sustainable and secure domestic supply of materials critical to key industries.",0,0.5,0.4804
rare earth,0.7,rare earth,1,The Failed Crusade to Keep a Rare-Earths Mine Out of China’s Hands - tovima.com,https://www.tovima.com/wsj/the-failed-crusade-to-keep-a-rare-earths-mine-out-of-chinas-hands/,0.45449692,"Since China began restricting the supply of rare-earth minerals to the world earlier this year, Western countries have searched for critical-mineral deposits to quickly bring into production—only to find that Chinese companies have already bought up many of the most promising deposits of rare earths, lithium, nickel and others. In 2022 a cornerstone investor, U.K. private-equity firm Appian Capital Advisory, sold its 20% share in Peak to Shenghe Resources, a partly state-owned Chinese rare-earths juggernaut that has steadily bought up stakes in promising rare-earth deposits in Tanzania from Western companies that controlled them. Peak said it would formally scrap the planned joint venture with Shenghe, citing “recent geopolitical and regulatory developments.” A major problem, Davis said, were regulations Beijing had introduced in recent years restricting the export of Chinese rare-earth technology that would have made it difficult for the Australian and Chinese companies to work together.",0,0.5,0.4659
rare earth,0.7,China Export Quota,0.9,Congo miners urge urgent talks to clear cobalt export backlog - KITCO,https://www.kitco.com/news/off-the-wire/2025-12-08/congo-miners-urge-urgent-talks-clear-cobalt-export-backlog,0.7745834,"Congo’s mining lobby has called for urgent talks with the government to clarify new cobalt export rules, and said that legal ambiguities and compliance hurdles could delay shipments and disrupt global battery supply chains. In the letter to the mines minister dated December 5 and seen by Reuters, the Chamber of Mines said exporters face “serious difficulties” in applying quotas and have repeatedly sought, without success, a meeting with ARECOMS to clarify concerns over its role, the legality of mandatory prepayments, and new documentation requirements that have stalled shipments. China, which controls about 70–75% of global cobalt refining capacity and supplies major companies, including automakers Tesla and BYD and battery maker CATL, depends on Congo for feedstock, making any export delay a threat to EV and battery supply chains. China is unlikely to see cobalt shipments from Congo’s new export quota before April, a veteran Chinese analyst said, citing slow local government procedures and poor road infrastructure hampering transport.",0,0.5,0.5124
